CASEID,provincp,rpincear,rpagegrp,rpsex,rphighestedp,spincear,spagegrp,spsexp,sphighestedp,ch04toip,ch517toip,y1824toip,m301,m302tot,m308,totexpen
 3774,13,    200, 1,2,2,      0,99,9,9,0,1,0,10400,  400,10000,  23928
 3831,13,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  61703
 4304,13,   6000, 1,1,2,      0,99,9,9,0,0,2,  680,  680,    0,  40944
 2812,13,  43000, 1,1,7,   6000, 1,2,7,0,0,2, 5500,  500, 5000,  48660
 5062,13,   5100, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  20806
 4642,13,  21000, 2,2,7,  54000, 2,1,8,0,0,0, 5250,  225, 4500,  86407
 4616,13,  10000, 1,2,2,      0,99,9,9,0,0,2,11540,  540,11000, 118263
 4013,13,  21000, 8,1,7,  21000, 8,2,2,0,0,0,    0,    0,    0,  77271
 3182,13,      0, 9,2,1,      0, 9,1,1,0,0,0,    0,    0,    0,  54327
 3591,13,  42000, 2,2,7,  38000, 3,1,5,0,0,0,    0,    0,    0,  68993
 2813,13,  80000, 3,1,7,      0, 2,2,7,1,0,0,    0,    0,    0, 127428
 2706,13,  45000, 9,1,6,      0,99,9,9,0,0,0,    0,    0,    0, 128705
 2821,13,      0,12,1,2,      0,11,2,3,0,0,0,    0,    0,    0,  61605
 4032,13,  62000, 4,1,2,  18000, 4,2,5,0,2,0,  160,   75,   85,  64138
 3592,13,  19000, 9,2,2,      0, 9,1,2,0,0,0,    0,    0,    0,  37950
 4452,13,  21000, 7,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  20496
 2518,13,  70000, 4,2,8,  60000, 5,1,8,1,0,0,    0,    0,    0,  85685
 4350,13,   8800, 2,2,8,  36000, 3,1,8,1,0,1,    0,    0,    0,  77657
 4907,13,  40000, 5,2,5,  80000, 6,1,5,0,2,0, 1850,  300,   50, 159922
 4623,13,      0, 5,2,5,  69000, 7,1,5,0,0,2,    0,    0,    0,  74285
 4467,13, 100000, 5,1,7,  22000, 4,2,5,1,3,0,  755,  600,  155, 152575
 3183,13,  53000, 6,1,5,  85000, 5,2,5,0,2,0, 1220,  500,  370, 138309
 4145,13,      0, 9,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  56867
 6504, 0,      0, 6,2,8, 270000, 5,1,8,0,2,0,  112,   80,   32, 195169
 3156,13,  58000, 6,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  67545
 4443,13,  38000, 2,1,5,  21000, 2,2,8,0,0,0, 4397,  200, 4197,  67596
 4958,13, 250000, 8,2,8,      0, 9,1,7,0,0,1,16150, 1150,15000, 202027
 3848,13,      0, 7,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  21231
 3643,13,      0, 1,2,2,  10000, 1,1,2,0,0,2,    0,    0,    0,  25952
 2950,13,      0, 3,2,3,      0,99,9,9,0,1,0,10000,    0,10000,  29256
 2822,13,      0,13,1,1,      0,14,2,1,0,0,0,    0,    0,    0,  24523
 2823,13,      0,10,1,4,      0,10,2,5,0,0,0,    0,    0,    0,  77990
 4146,13,      0, 9,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  68018
 4021,13,   3000, 8,2,5,      0, 8,1,5,0,0,0,    0,    0,    0,  44638
 2824,13,      0,13,1,1,      0,14,2,2,0,0,0,    0,    0,    0,  19187
 3593,13,  12000, 7,2,2,  70000, 8,1,3,0,0,0,    0,    0,    0,  68800
 3832,13,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  28687
 3833,13,      0,11,1,4,      0,99,9,9,0,0,0,    0,    0,    0,  16138
 3973,13,   2900, 6,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  15462
 3157,13,  64000, 7,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  62379
 3834,13,      0,14,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  32814
 3775,13,  26000, 7,2,1,  20000, 8,1,2,0,0,0,    0,    0,    0,  51830
 2825,13,      0,12,2,6,      0,12,1,1,0,0,0,    0,    0,    0,  36529
 4326,13, 100000, 7,1,8,      0, 7,2,2,0,0,1, 5340,    0, 5340,  90838
 2826,13,      0,10,2,3,      0,12,1,3,0,0,0,    0,    0,    0,  55901
 2504,13,  25000, 1,1,5,  40000, 1,2,5,0,0,2,    0,    0,    0,  76254
 4654,13,  35000, 3,1,5,  58000, 2,2,7,0,0,0,    0,    0,    0,  62787
 3359,13,  33000, 9,1,5,  26000,10,2,1,0,0,0,    0,    0,    0,  53266
 3547,13,  25000, 2,1,5,  43000, 1,2,5,0,0,1,    0,    0,    0,  54490
 2827,13,      0,14,1,1,      0,14,2,1,0,0,0,    0,    0,    0,  26432
 3702,13,  10000,10,2,8,      0,99,9,9,0,0,0,  120,    0,    0,  96482
 5036,13,  32000, 3,2,5,  32000, 3,1,5,0,0,0,    0,    0,    0,  51694
 3835,13,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  20369
 2919,13,  46000, 6,2,5,      0,99,9,9,0,0,1, 4175, 1000, 2600,  60983
 4570,13,  47000, 2,2,7,  33000, 4,1,2,0,0,0,    0,    0,    0,  64000
 4684,13,  12000, 1,2,5,  19000, 2,1,5,0,0,1, 2100,  800, 1300,  34004
 3413,13,  25000, 2,2,7,  25000, 3,1,7,2,0,0,    0,    0,    0,  63798
 3836,13,      0,12,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  22410
 3011,13,  82000, 3,1,7,  30000, 3,2,8,1,0,0,    0,    0,    0,  94062
 4781,13,  42000, 6,1,2,      0, 5,2,2,0,1,2,    0,    0,    0,  78395
 4210,13,  38000, 5,2,5,  13000, 6,1,2,1,3,0,  340,  200,  140,  76079
 4655,13,  68000, 3,1,5,  36000, 3,2,5,0,0,0,    0,    0,    0,  82985
 4147,13,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   6675
 2971,13,      0,10,1,2,      0, 8,2,1,0,0,0,    0,    0,    0,  34579
 2569,13,      0, 9,2,3,  40000, 8,1,2,0,0,0,    0,    0,    0,  45924
 4177,13,  30000, 5,2,1,      0, 7,1,1,0,0,0,    0,    0,    0,  46214
 3872,13,  19000, 8,2,1,  25000, 9,1,0,0,0,0,  200,  200,    0,  58279
 3890,13,  18000, 7,1,1,  13000, 6,2,1,0,0,1,   30,   30,    0,  42825
 4459,13,  37000, 2,2,5,  46000, 2,1,5,0,0,0, 2700,  300, 2400,  96122
 3513,13,  31000, 1,2,1,  35000, 1,1,2,0,0,2,    0,    0,    0,  90930
 3974,13,      0, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  11590
 5023,13,  24000, 2,2,2,  33000, 2,1,5,0,0,0,    0,    0,    0,  57891
 4597,13,  78000, 6,1,5,  32000, 5,2,2,0,1,1,11300,  900,10400, 102662
 3360,13,  14000, 9,2,2,      0,10,1,2,0,0,0,    0,    0,    0,  29377
 3241,13,   9000, 8,2,2,  46000, 8,1,1,0,0,0,    0,    0,    0,  54825
 4094,13,      0, 9,2,2,      0,10,1,2,0,0,0,    0,    0,    0,  72807
 4571,13,   8900, 9,1,2,   7700, 8,2,2,0,0,0,    0,    0,    0,  70481
 4095,13,  20000, 6,2,2, 100000, 7,1,5,0,0,1,    0,    0,    0,  95295
 5495,13,  38000, 3,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  35968
 2441,13,      0,10,2,7,  46000, 9,1,5,0,0,0,    0,    0,    0,  51735
 4656,13,  71000, 2,1,1,  31000, 3,2,5,0,0,0,    0,    0,    0,  81553
 3901,13,  15000, 4,2,3,  22000, 5,1,2,0,1,0,  110,   70,   40,  71646
 4297,13,  23000, 1,2,2,      0,99,9,9,0,0,1,    0,    0,    0,  34427
 4460,13,  37000, 2,2,5,  42000, 2,1,2,0,0,0,  600,  100,  500,  79628
 3683,13,  76000, 7,2,1,      0,99,9,9,0,0,2, 5600,  600, 5000,  86992
 2786,13, 110000, 6,1,7,  42000, 6,2,5,0,1,0,  175,  175,    0, 143772
 3594,13,  16000, 9,1,5,      0, 8,2,5,0,0,0,    0,    0,    0,  64181
 4557,13,  26000, 9,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  32835
 3812,13,  49000, 6,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  77536
 2963,13,  26000, 6,2,2,  26000, 7,1,2,0,0,0,    0,    0,    0,  56263
 4222,13,  44000, 3,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  55899
 3813,13,  30000, 6,2,2,  51000, 6,1,5,0,1,1,  550,  200,   50,  88556
 2685,13,      0, 9,1,2,      0, 9,2,7,0,0,0,    0,    0,    0,  85991
 2814,13,  73000, 5,2,7,  55000, 5,1,7,0,2,0,  340,  100,   40, 114572
 1471,13,  44000, 6,1,2,  54000, 6,2,5,0,1,0,  180,  100,   25,  94976
 3108,13,  96000, 7,1,7,  44000, 7,2,5,0,0,1, 3200,    0, 3200, 110151
 2017,13,  38000, 6,1,1,  74000, 5,2,5,0,1,0,   70,   70,    0, 125393
 8043, 0,  47000, 2,1,1,  29000, 1,2,2,0,0,1,  100,  100,    0,  67187
 2560,13,      0,10,1,2,      0,10,2,2,0,0,0,    0,    0,    0,  30120
 3333,13,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  41724
 3776,13,  50000, 5,2,5,  50000, 6,1,2,0,1,1, 7000,    0, 7000, 153994
 2561,13,  60000, 5,2,5,  70000, 6,1,5,0,1,0,    0,    0,    0, 114658
 2546,13,  48000, 6,1,7,  72000, 6,2,8,0,2,0,  480,  480,    0, 158147
 2425,13,    600, 9,2,2,  60000,10,1,2,0,0,0,    0,    0,    0,  66788
 3629,13,  50000, 5,1,5,      0,99,9,9,0,3,0,    0,    0,    0, 123864
 4404,13,  35000, 6,1,2,  10000, 3,2,7,0,0,0,    0,    0,    0,  45450
 3345,13, 160000, 3,2,8,  75000, 3,1,8,1,0,0,    0,    0,    0, 205760
 2686,13,      0, 9,1,7,      0, 9,2,5,0,0,0,    0,    0,    0,  72493
 2442,13,  44000, 3,1,7,  40000, 2,2,7,2,0,0,    0,    0,    0,  86265
 3128,13,      0, 5,2,6,  48000, 6,1,7,0,2,0,  400,  400,    0, 101715
 2289,13,   1100, 8,2,2,  46000, 9,1,3,0,0,0,    0,    0,    0,  59988
 2972,13,  68000, 4,1,5,  19000, 3,2,2,0,1,0,  125,  100,   25,  68041
 5844, 0,  38000, 6,2,8, 290000, 6,1,8,0,1,2,15450, 1200,14200, 292174
 3764,13,  61000, 4,1,1,  10000, 4,2,5,0,2,0,    0,    0,    0,  74345
 4430,13,  14000, 1,2,2,      0,99,9,9,0,0,1,    0,    0,    0,  14608
 2886,13,  40000, 9,1,2,  16000, 8,2,2,0,0,0,    0,    0,    0,  84554
 2726,13,  37000, 7,1,3,  24000, 7,2,6,0,0,0,    0,    0,    0,  50284
 4558,13,   5200, 8,1,3,      0,99,9,9,0,0,1,    0,    0,    0,  46740
 4022,13,  26000, 8,1,1,  17000, 9,2,1,0,0,0,    0,    0,    0,  30763
 4825,13, 100000, 8,1,2,  22000, 8,2,2,0,0,0,    0,    0,    0,  75297
 4122,13,      0, 7,1,2,      0,99,9,9,0,0,0,    0,    0,    0,   9473
 4244,13,  97000, 6,1,3,  32000, 6,2,2,0,2,0,    0,    0,    0, 119637
 4859,13,   9600, 5,1,5,  20000, 5,2,2,0,1,0, 2600,    0, 2600,  49554
 3635,13,  30000, 5,2,5,  70000, 5,1,3,0,1,0,  185,  185,    0,  78771
 2387,13,  38000, 5,2,2,      0,99,9,9,0,1,0,  150,  150,    0,  48246
 3765,13,  34000, 5,2,5,      0,99,9,9,0,1,1, 7050, 1650, 5400,  91254
 3993,13,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  28381
 2920,13,      0,11,1,3,      0,11,2,3,0,0,0,    0,    0,    0,  65442
 2796,13,  27000, 1,2,5,  26000, 4,1,2,1,0,1,    0,    0,    0,  60326
 3994,13,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  14932
 5013,13,  54000, 3,1,3,      0,99,9,9,0,0,0,  400,  300,    0,  55423
 4123,13,      0,11,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  18878
 3097,13,      0,14,1,1,      0,14,2,1,0,0,0,    0,    0,    0,  34800
 3129,13,  45000, 1,2,5,      0, 4,1,5,0,0,1,    0,    0,    0,  67945
 3995,13,      0,13,1,4,      0,99,9,9,0,0,0,    0,    0,    0,  13601
 6345, 0, 110000, 6,1,5,  42000, 6,2,5,0,1,1,  300,  300,    0, 377270
 2964,13,  40000, 3,2,5,  52000, 3,1,5,0,1,0,  100,  100,    0,  97979
 3422,13,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  48153
 3381,13,      0, 8,2,1,      0, 9,1,3,0,0,0,    0,    0,    0,  22203
 4124,13,      0, 7,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   5870
 2930,13,      0,11,1,2,      0,11,2,3,0,0,0,    0,    0,    0,  16765
 4589,13,  32000, 7,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  27155
 3996,13,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  15909
 3146,13,      0,11,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  15359
 3644,13,  19000, 3,1,5,  16000, 4,2,2,1,0,0, 2720,  700, 2000,  63987
 2828,13,  50000, 9,1,3,      0, 6,2,1,0,0,0,    0,    0,    0,  53162
 3031,13,  25000, 7,2,2,  40000, 8,1,4,0,0,0,    0,    0,    0,  77550
 3909,13,  58000, 8,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  48829
 3854,13,  16000, 9,2,1,  14000,10,1,1,0,0,0,    0,    0,    0,  52158
 5492,13,  30000, 5,1,5,      0,99,9,9,0,0,0, 2000,    0, 2000,  30194
 2931,13,      0,12,2,1,      0,12,1,2,0,0,0,    0,    0,    0,  30909
 4524,13,  16000, 7,2,3,  36000, 5,1,5,0,0,0,    0,    0,    0,  70912
 4444,13,  29000, 7,1,5,  15000, 7,2,5,0,1,1,   50,   50,    0,  56284
 3997,13,      0,14,1,4,      0,99,9,9,0,0,0,    0,    0,    0,  15977
 4900,13,  55000, 3,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  55684
 4525,13,  25000, 5,1,2,  31000, 6,2,2,0,0,0,    0,    0,    0,  75254
 5088,13,      0, 9,1,2,      0, 8,2,1,1,0,2,    0,    0,    0,  81783
 2744,13,      0,11,2,2,      0,12,1,3,0,0,0,    0,    0,    0,  69973
 5171,13,  11000, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  16721
 2715,13,      0, 7,1,5,  20000, 6,2,3,0,0,1,    0,    0,    0,  33625
 3726,13,  11000, 5,1,5,   8500, 3,2,1,0,1,0,  360,  260,  100,  56526
 4844,13,  30000, 3,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  29881
 3233,13,  20000, 9,2,5,      0,99,9,9,0,0,1,  100,  100,    0,  29065
 2683,13,  70000, 9,1,8,      0, 9,2,3,0,0,0,    0,    0,    0,  72078
 5217,13,   4800, 5,2,2,      0,99,9,9,0,0,0, 1363,   25, 1338,  13598
 4436,13,  12000, 5,1,1,   4000, 4,2,1,0,1,1,  440,  200,  240,  46277
 3766,13, 100000, 7,1,2,      0, 7,2,2,0,0,0,    0,    0,    0,  81329
 3167,13,  30000, 8,2,3,  15000, 8,1,1,0,0,0,    0,    0,    0,  36021
 3855,13,  17000, 7,1,4,      0,99,9,9,0,0,0,    0,    0,    0,  24158
 3032,13,  25000, 2,2,2,      0,99,9,9,0,1,0,    0,    0,    0,  32440
 4870,13,  35000, 4,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  39866
 2707,13,  80000, 5,1,8,  50000, 4,2,8,0,2,0,  400,  200,    0, 124749
 3747,13,  35000, 6,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  43150
 2380,13,      0,13,2,1,      0,14,1,1,0,0,0,    0,    0,    0,  15401
 2938,13,  32000, 7,2,1,  34000, 8,1,1,0,0,0,    0,    0,    0,  45820
 3709,13,  42000, 5,1,5,  15000, 5,2,2,0,3,0,  825,  750,   75,  83618
 2027,13,  43000, 7,2,2,  48000, 8,1,7,0,0,0,    0,    0,    0,  90551
 3130,13,   1200, 9,2,2,   4500,10,1,1,0,0,0,    0,    0,    0,  49138
 2474,13,      0,10,2,2,      0,10,1,1,0,0,0,    0,    0,    0,  26762
 3455,13,   9100, 7,1,1,  32000, 6,2,5,0,0,0,    0,    0,    0,  34226
 3558,13, 120000, 8,1,8,      0, 7,2,2,0,0,0,    0,    0,    0, 129579
 3219,13,  20000, 3,2,2,  44000, 4,1,2,0,2,0,  300,  300,    0,  54112
 2843,13,  31000, 8,2,5,  30000, 9,1,3,0,0,1,    0,    0,    0,  57970
 1961,13,   2800, 4,2,7,      0,99,9,9,1,1,0,  395,   95,    0,  32793
 3334,13,   3600, 6,2,2,      0,99,9,9,0,0,1, 3500,  500, 3000,  58128
 3595,13,  16000, 7,2,5,  50000, 7,1,2,0,0,1,    0,    0,    0,  95241
 2875,13,      0, 9,1,8,  15000, 9,2,5,0,0,0,    0,    0,    0,  57183
 2965,13,   3000,11,1,6,   3000,10,2,1,0,0,0,    0,    0,    0,  47817
 3335,13,  15000, 9,2,7,      0, 9,1,7,0,0,0,    0,    0,    0,  70177
 3733,13,  44000, 4,1,5, 110000, 4,2,7,0,2,0, 2900,  200,    0, 129924
 2505,13,  28000, 7,1,2,      0, 7,2,2,0,0,0,    0,    0,    0,  55362
 3382,13,  30000, 5,1,2,      0, 5,2,2,0,2,0,    0,    0,    0,  33759
 3636,13,   8400, 7,1,1,      0,99,9,9,0,0,1,    0,    0,    0,  32569
 1216,13,      0, 3,1,1,      0,99,9,9,2,0,0,    0,    0,    0,  17160
 7094, 0,  86000, 2,2,5,  92000, 3,1,7,0,0,0,    0,    0,    0, 109881
 2951,13,   5000,10,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  43537
 3962,13, 100000, 5,1,2,  20000, 5,2,2,0,2,0,  800,  200,    0, 100834
 4178,13,  12000, 4,1,8,  55000, 3,2,8,0,0,0, 3300,  700, 2400,  82112
 3098,13, 120000, 8,1,8,  42000, 8,2,7,0,0,0,    0,    0,    0, 118907
 2604,13,      0, 9,1,1,      0, 9,2,2,0,0,0,    0,    0,    0,  52532
 3788,13,  36000, 5,1,2,  10000, 3,2,1,0,2,0,  255,  255,    0,  37867
 4826,13,  28000, 4,2,2,   8000, 5,1,1,0,1,2,  500,  500,    0,  95396
 3402,13,  50000, 4,1,7,   2100, 5,2,7,0,2,0,  300,  300,    0,  60161
 3630,13,  32000, 9,1,1,      0, 7,2,1,0,0,0,    0,    0,    0,  40767
 2787,13,      0, 9,2,1,  35000, 9,1,2,0,0,0,    0,    0,    0,  38132
 2381,13,      0,11,1,2,      0,10,2,1,0,0,0,    0,    0,    0,  25263
 3559,13, 110000, 4,1,7,   2500, 4,2,8,2,0,0,    0,    0,    0, 142351
 2727,13,      0, 4,1,2,      0, 4,2,1,0,1,0,  110,  110,    0,  19360
 3118,13,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  13438
 2475,13,      0,13,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  43512
 3119,13,      0,10,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  12697
 3120,13,      0,11,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  16550
 3168,13,  29000, 8,2,2,  29000, 9,1,2,0,0,0,    0,    0,    0,  60605
 4023,13,  35000, 5,1,5,  30000, 4,2,2,0,0,1, 6400, 1400, 5000, 123370
 2995,13,   4700, 2,2,7,  36000, 2,1,7,1,0,0,    0,    0,    0,  51968
 2952,13,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  12143
 2084,13,  40000, 5,2,7,   2300, 8,1,7,0,1,0,    0,    0,    0,  49934
 2509,13,      0, 8,2,6,      0,10,1,2,0,0,0,    0,    0,    0, 135195
 2788,13,  33000, 8,2,6,   3100, 8,1,5,0,0,0,    0,    0,    0,  55813
 2522,13,  40000, 6,1,2,  70000, 5,2,7,0,2,0,  300,  300,    0,  80883
 3856,13,  24000, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  24917
 4735,13,  30000, 4,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  25767
 3703,13,  52000, 8,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  70629
 4251,13,   3000,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  21159
 2978,13,  42000, 6,2,2,  90000, 8,1,2,0,0,0,    0,    0,    0,  91664
 4054,13,  30000, 7,1,5,    800, 6,2,7,0,0,2, 9820, 2820, 7000,  46760
 6020, 0,  35000, 1,2,2,      0,99,9,9,0,0,2,    0,    0,    0, 110033
 2829,13,  50000, 4,1,7,      0, 6,2,2,0,3,0,  500,  500,    0,  57600
 3456,13,   5100, 9,2,7,  14000, 9,1,2,0,0,0,    0,    0,    0,  45933
 3057,13, 150000, 5,1,3,  15000, 4,2,7,1,0,0,    0,    0,    0, 123069
 2594,13,      0, 2,2,2,      0,99,9,9,0,3,0,  100,  100,    0,  37527
 2562,13,  44000, 2,1,2,   3000, 2,2,7,1,0,0, 1400,  200, 1200,  77706
 2454,13,  75000, 6,1,5,  35000, 6,2,2,0,0,0,    0,    0,    0,  77485
 2953,13,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  30128
 2605,13,  25000, 8,2,2,  25000, 8,1,2,0,0,0,    0,    0,    0,  43995
 1871,13,      0, 2,2,2,      0,99,9,9,1,0,0,    0,    0,    0,  19936
 2797,13,  30000, 6,2,5,  28000, 7,1,2,0,0,1,    0,    0,    0,  96617
 2382,13,      0,11,2,5,      0,12,1,3,0,0,0,    0,    0,    0,  39418
 4463,13,   1900, 9,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  22172
 4252,13,   4000,11,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  21146
 3242,13,   5200, 7,2,5,  23000, 7,1,1,0,0,0,    0,    0,    0,  42334
 2954,13,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  20345
 2955,13,    400,10,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  21350
 2973,13,      0,10,1,1,   2100, 9,2,2,0,0,0,    0,    0,    0,  20625
 2383,13,      0,11,1,1,      0,10,2,2,0,0,0,    0,    0,    0,  57811
 2956,13,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  32021
 4464,13,   5500, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  19025
 2053,13,  22000, 8,2,6,      0,99,9,9,0,1,0,    0,    0,    0,  47377
 2957,13,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  11223
 2476,13,      0,13,1,8,      0,13,2,7,0,0,0,    0,    0,    0,  79226
 2477,13,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  25276
 3767,13,  40000, 3,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  39693
 2667,13,  55000, 6,1,5,      0,99,9,9,0,0,0,   90,   90,    0,  65568
 2798,13,  50000, 7,1,6,   8000, 6,2,2,0,0,0,    0,    0,    0,  70224
 3753,13,  23000, 4,1,5,  67000, 3,2,8,0,0,0, 2060,  110, 1950,  83799
 3121,13,  55000, 6,1,1,  28000, 5,2,2,0,0,0,    0,    0,    0,  75199
 2194,13,  23000, 5,1,2,      0, 1,2,2,1,0,1,    0,    0,    0,  21585
 4071,13,  54000, 4,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  48005
 1768,13,  45000, 8,1,4,  56000, 7,2,5,0,0,0,    0,    0,    0,  69059
 2478,13,      0,12,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  27919
 2974,13,  25000, 6,1,5,  32000, 7,2,6,0,0,0,    0,    0,    0,  70029
 2996,13,      0, 6,2,6,      0,99,9,9,0,0,1, 1900,  600, 1300,  85738
 3122,13,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  17622
 2606,13,  45000, 6,1,1,   9000, 6,2,2,0,0,0,    0,    0,    0,  72677
 4125,13,  23000, 6,1,1,   7200, 5,2,5,0,0,0, 3830,  630, 3200,  48278
 4405,13,  52000, 4,1,1,  26000, 5,2,7,0,2,1, 6860,  800, 5000, 121077
 3661,13,  19000, 8,2,2,  12000, 8,1,1,0,0,0,    0,    0,    0,  35660
 3270,13,      0, 7,2,2,      0,99,9,9,0,0,0,    0,    0,    0, 105352
 3123,13,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  32413
 2570,13,      0, 7,1,1,      0, 6,2,2,0,0,0,    0,    0,    0,  13362
 1815,13,  42000, 6,1,7,  13000, 6,2,2,0,1,0,  200,  200,    0,  58427
 2887,13,  65000, 3,1,7,  25000, 4,2,3,0,2,0,  780,   80,  200, 118672
 2479,13,      0,10,1,1,      0,10,2,2,0,0,0,    0,    0,    0,  27702
 2789,13,  14000, 3,2,2,      0,99,9,9,0,1,0,  150,  150,    0,  64985
 2939,13,      0, 4,2,2,  70000, 5,1,3,0,2,0,  350,  200,    0,  62354
 2904,13,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  10531
 2611,13,  35000, 4,2,2,      0,99,9,9,0,3,0,  600,  300,    0,  42509
 3789,13,   9400, 8,2,1,  11000, 8,1,1,0,0,0,    0,    0,    0,  31892
 2195,13,  42000, 3,2,7,  43000, 3,1,5,2,0,0,    0,    0,    0,  75488
 2459,13,      0,11,1,5,      0, 9,2,5,0,0,0,    0,    0,    0,  24591
 3033,13,      0,10,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  32701
 2334,13,      0,12,1,1,      0,12,2,6,0,0,0,    0,    0,    0,  30804
 2905,13,      0,10,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  12825
 3637,13,  15000, 7,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  29255
 2335,13,      0,12,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  35779
 6751, 0,  10000, 7,1,2,  40000, 6,2,5,0,0,1,    0,    0,    0,  71769
 2580,13,  23000, 7,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  42789
 4365,13,   4200, 9,2,8,      0,99,9,9,0,0,0, 3000, 1500, 1500,  49149
 2636,13,  30000, 7,1,3,      0, 6,2,2,0,0,0,    0,    0,    0, 107773
 3012,13,      0, 7,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  16096
 3074,13,   7000, 9,2,1,  50000, 9,1,1,0,0,0,    0,    0,    0,  60355
 3710,13,  12000, 4,2,2,  42000, 5,1,1,0,1,1,  180,  120,   30,  81995
 2676,13,      0, 8,1,1,  26000, 7,2,1,0,0,0,    0,    0,    0,  55766
 3075,13,      0, 8,2,2,   3200, 9,1,2,0,0,0,    0,    0,    0,  14907
 2240,13,      0, 7,2,2,  48000, 8,1,3,0,0,0,    0,    0,    0,  41157
 2336,13,      0,11,2,1,      0,12,1,1,0,0,0,    0,    0,    0,  14404
 3013,13,      0, 5,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  14189
 3926,13,   8500, 6,1,2,  32000, 5,2,2,0,0,0,    0,    0,    0,  45604
 2932,13,  25000, 9,1,2,  29000, 8,2,1,0,0,0,    0,    0,    0,  42687
 2771,13,  12000, 2,2,2,  50000, 3,1,2,2,0,0,    0,    0,    0,  52769
 3680,13,  29000, 6,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  22146
 3514,13,  65000, 5,1,7,  36000, 4,2,5,0,2,0,    0,    0,    0,  79294
 2547,13,  68000, 6,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  79026
 2849,13,  54000, 8,1,5,      0, 8,2,1,0,0,0,    0,    0,    0, 132403
